occurrence_datetime,offense,borough,precinct,latitude,longitude,sector,jurisdiction,compstat_date,object_id,identifier,xcoord,ycoord
2010-03-03 23:01,ROBBERY,STATEN ISLAND,120,40.63338,-74.11934,M,N.Y. POLICE DEPT,2010-03-03,493382,11b7b036,951126,170054
2010-03-03 23:29,FELONY ASSAULT,BRONX,43,40.82731,-73.87887,E,N.Y. POLICE DEPT,2010-03-04,493383,f150120d,1017772,240710
2010-03-03 23:35,ROBBERY,BROOKLYN,83,40.6907,-73.9162,C,N.Y. POLICE DEPT,2010-03-04,493384,4850adba,1007490,190925
2010-03-03 23:37,FELONY ASSAULT,BRONX,48,40.85204,-73.88355,B,N.Y. POLICE DEPT,2010-03-04,493385,3bbd9160,1016466,249717
2010-03-03 23:37,FELONY ASSAULT,BRONX,48,40.85204,-73.88355,B,N.Y. POLICE DEPT,2010-03-04,493386,6ddb8d0,1016466,249717
2010-03-04 00:00,RAPE,BROOKLYN,70,40.63037,-73.97371,H,N.Y. POLICE DEPT,2010-03-04,493387,7a9a6bb2,991547,168934
2010-03-04 00:00,ROBBERY,MANHATTAN,6,40.73662,-74.00532,G,N.Y. POLICE DEPT,2010-03-04,493388,865d4183,982777,207644
2010-03-04 00:01,GRAND LARCENY,STATEN ISLAND,120,40.62382,-74.0885,I,N.Y. POLICE DEPT,2010-03-16,493389,b82dfcd4,959684,166561
2010-03-04 00:01,GRAND LARCENY,BROOKLYN,83,40.70334,-73.92196,J,N.Y. POLICE DEPT,2010-03-08,493390,f99bfef0,1005889,195528
2010-03-04 00:01,BURGLARY,MANHATTAN,13,40.74043,-73.98199,D,N.Y. POLICE DEPT,2010-03-04,493391,e77c62fe,989242,209034
2010-03-04 00:01,GRAND LARCENY,QUEENS,108,40.74429,-73.94864,B,N.Y. POLICE DEPT,2012-02-10,493392,245a2e40,998481,210442
2010-03-04 00:01,GRAND LARCENY,BRONX,40,40.8062,-73.91599,C,N.Y. POLICE DEPT,2010-04-12,493692,e79cf0b9,1007508,233006
2010-03-04 00:20,FELONY ASSAULT,MANHATTAN,6,40.73355,-74.00212,E,N.Y. POLICE DEPT,2010-03-04,493693,4085612f,983664,206524
2010-03-04 00:30,ROBBERY,QUEENS,105,40.66054,-73.73229,C,N.Y. POLICE DEPT,2010-03-04,493694,ac7d3834,1058525,180039
2010-03-04 00:30,ROBBERY,MANHATTAN,26,40.80519,-73.96609,B,N.Y. POLICE DEPT,2010-03-04,493695,f12e2414,993639,232628
2010-03-04 00:35,BURGLARY,MANHATTAN,24,40.79304,-73.97198,B,N.Y. POLICE DEPT,2010-03-04,493696,f7fa8bdc,992010,228200
2010-03-04 00:40,ROBBERY,BRONX,48,40.8465,-73.89836,,N.Y. POLICE DEPT,2010-03-04,493697,42c19ed5,1012371,247692
2010-03-04 00:50,ROBBERY,QUEENS,105,40.67326,-73.7369,E,N.Y. POLICE DEPT,2010-03-04,493698,2eb93e9d,1057231,184669
2010-03-04 01:20,FELONY ASSAULT,BROOKLYN,79,40.69299,-73.95041,J,N.Y. POLICE DEPT,2010-03-04,493699,220e10ea,998002,191753
2010-03-04 01:25,ROBBERY,QUEENS,103,40.69336,-73.79975,G,N.Y. POLICE DEPT,2010-03-04,493700,47665fc8,1039781,191945
2010-03-04 02:00,ROBBERY,MANHATTAN,19,40.76603,-73.95583,G,N.Y. POLICE DEPT,2010-03-05,493701,af2c02e3,996486,218361
2010-03-04 02:00,GRAND LARCENY,MANHATTAN,28,40.80218,-73.95701,F,N.Y. POLICE DEPT,2010-03-04,493702,4b042074,996153,231533
2010-03-04 02:28,BURGLARY,MANHATTAN,5,40.71762,-74.00128,F,N.Y. POLICE DEPT,2010-03-04,493703,6f91cf2b,983896,200723
2010-03-04 02:30,BURGLARY,BROOKLYN,77,40.67464,-73.95893,D,N.Y. POLICE DEPT,2010-03-05,493704,28eb8d67,995643,185067
2010-03-04 03:00,GRAND LARCENY,MANHATTAN,10,40.74628,-73.99778,B,N.Y. POLICE DEPT,2010-03-05,493705,1067f12e,984865,211162
2010-03-04 03:00,BURGLARY,QUEENS,109,40.78621,-73.83689,Q,N.Y. POLICE DEPT,2010-03-04,493706,f1461392,1029419,225753
2010-03-04 03:00,GRAND LARCENY,BRONX,41,40.81354,-73.88479,C,N.Y. POLICE DEPT,2010-03-04,493707,5230b33,1016142,235688
2010-03-04 03:40,FELONY ASSAULT,BROOKLYN,73,40.67665,-73.91647,C,N.Y. POLICE DEPT,2010-03-04,493708,325ac71,1007421,185808
2010-03-04 04:00,ROBBERY,BROOKLYN,73,40.65879,-73.90211,Q,N.Y. POLICE DEPT,2010-03-04,493709,8c6559d1,1011411,179302
2010-03-04 04:00,ROBBERY,BROOKLYN,75,40.65994,-73.89165,J,N.Y. POLICE DEPT,2010-03-04,493710,ff5b2a6d,1014312,179726
2010-03-04 04:20,BURGLARY,QUEENS,101,40.60747,-73.76286,C,N.Y. POLICE DEPT,2010-03-04,493711,e09e1b6d,1050095,160681
2010-03-04 04:30,ROBBERY,BRONX,46,40.84512,-73.92256,I,N.Y. POLICE DEPT,2010-03-04,493712,cc86fd85,1005675,247185
2010-03-04 04:35,GRAND LARCENY,BROOKLYN,83,40.69353,-73.92397,D,N.Y. POLICE DEPT,2010-03-04,494012,2e0b51b,1005334,191954
2010-03-04 04:45,BURGLARY,MANHATTAN,9,40.7297,-73.98377,B,N.Y. POLICE DEPT,2010-03-04,494013,c59adebc,988749,205122
2010-03-04 04:45,FELONY ASSAULT,QUEENS,108,40.74316,-73.9187,G,N.Y. POLICE DEPT,2010-03-04,494014,15f16179,1006778,210039
2010-03-04 05:00,GRAND LARCENY,BROOKLYN,63,40.61842,-73.94529,F,N.Y. POLICE DEPT,2010-03-04,494015,6819a088,999438,164584
2010-03-04 05:00,GRAND LARCENY,BROOKLYN,78,40.67171,-73.99413,A,N.Y. POLICE DEPT,2010-03-05,494016,9ae63b76,985878,183996
2010-03-04 05:00,ROBBERY,MANHATTAN,24,40.79025,-73.97315,A,N.Y. POLICE DEPT,2010-03-04,494017,3ca65879,991686,227185
2010-03-04 05:20,BURGLARY,STATEN ISLAND,120,40.61709,-74.06834,A,N.Y. POLICE DEPT,2010-03-04,494018,dd934b89,965278,164102
2010-03-04 05:20,FELONY ASSAULT,QUEENS,114,40.75779,-73.92548,E,N.Y. POLICE DEPT,2010-03-04,494019,960b6a6d,1004896,215364
2010-03-04 05:25,GRAND LARCENY,QUEENS,115,40.75527,-73.88816,G,N.Y. POLICE DEPT,2010-03-04,494020,14e12a02,1015236,214460
2010-03-04 05:30,BURGLARY,BRONX,52,40.87591,-73.87619,M,N.Y. POLICE DEPT,2010-03-04,494021,9e943cb7,1018489,258416
2010-03-04 05:35,ROBBERY,MANHATTAN,24,40.79578,-73.9654,D,N.Y. HOUSING POLICE,2010-03-04,494022,ca9aa26c,993830,229200
2010-03-04 05:45,ROBBERY,MANHATTAN,13,40.74351,-73.99423,H,N.Y. POLICE DEPT,2010-03-04,494023,9ac48834,985850,210155
2010-03-04 06:00,GRAND LARCENY,QUEENS,113,40.64541,-73.78448,,PORT AUTHORITY,2010-03-12,494024,b690028c,1044059,174488
2010-03-04 06:07,FELONY ASSAULT,BRONX,49,40.86393,-73.83984,G,N.Y. POLICE DEPT,2010-03-04,494025,e26aca3b,1028550,254069
2010-03-04 06:30,BURGLARY,BROOKLYN,63,40.62016,-73.92701,C,N.Y. POLICE DEPT,2010-03-04,494026,90896439,1004514,165224
2010-03-04 06:40,FELONY ASSAULT,BROOKLYN,75,40.6825,-73.8943,A,N.Y. POLICE DEPT,2010-03-04,494027,cbef84d3,1013567,187946
2010-03-04 06:45,FELONY ASSAULT,MANHATTAN,7,40.7196,-73.98237,E,N.Y. POLICE DEPT,2010-03-04,494028,47f8cdb3,989138,201443
2010-03-04 06:45,BURGLARY,QUEENS,114,40.76148,-73.91365,D,N.Y. POLICE DEPT,2010-03-04,494029,1e332667,1008172,216715
2010-03-04 07:00,GRAND LARCENY OF MOTOR VEHICLE,BRONX,43,40.83343,-73.85454,K,N.Y. POLICE DEPT,2010-03-04,494030,a19d83be,1024502,242949
2010-03-04 08:00,BURGLARY,BROOKLYN,73,40.67047,-73.90557,H,N.Y. POLICE DEPT,2010-03-04,494031,33c176c8,1010445,183556
2010-03-04 08:00,GRAND LARCENY,QUEENS,105,40.7451,-73.70528,N,N.Y. POLICE DEPT,2010-04-10,494332,68d6b60e,1065915,210872
2010-03-04 08:00,BURGLARY,MANHATTAN,19,40.76929,-73.95345,H,N.Y. POLICE DEPT,2010-03-04,494333,50c47ff8,997145,219550
2010-03-04 08:00,GRAND LARCENY,QUEENS,109,40.78897,-73.84282,Q,N.Y. POLICE DEPT,2010-05-12,494334,f061f0d6,1027775,226756
2010-03-04 08:00,BURGLARY,BRONX,40,40.82042,-73.91681,G,N.Y. POLICE DEPT,2010-03-05,494335,6ed4fce8,1007276,238186
2010-03-04 08:00,FELONY ASSAULT,MANHATTAN,34,40.84898,-73.93399,A,N.Y. POLICE DEPT,2010-03-04,494336,1b1b67da,1002514,248588
2010-03-04 08:05,FELONY ASSAULT,BRONX,41,40.804,-73.87834,A,N.Y. POLICE DEPT,2010-03-22,494337,c5d8819e,1017933,232218
2010-03-04 08:15,BURGLARY,BROOKLYN,62,40.61586,-73.98477,E,N.Y. POLICE DEPT,2010-03-04,494338,912d82c9,988480,163649
2010-03-04 08:15,GRAND LARCENY,BROOKLYN,68,40.631,-74.02202,F,N.Y. POLICE DEPT,2010-03-04,494339,ed4f2c78,978137,169163
2010-03-04 08:15,ROBBERY,BROOKLYN,75,40.66639,-73.86108,M,N.Y. POLICE DEPT,2010-03-04,494340,701bdfcd,1022789,182088
2010-03-04 08:15,FELONY ASSAULT,BROOKLYN,90,40.70372,-73.9381,G,N.Y. HOUSING POLICE,2010-03-04,494341,d54220bd,1001413,195664
2010-03-04 08:30,BURGLARY,BROOKLYN,71,40.66142,-73.94129,J,N.Y. POLICE DEPT,2010-03-04,494342,62793897,1000539,180251
2010-03-04 08:30,BURGLARY,BRONX,40,40.81738,-73.91138,F,N.Y. POLICE DEPT,2010-03-04,494343,b2e5c42e,1008779,237080
2010-03-04 08:30,GRAND LARCENY,MANHATTAN,33,40.83619,-73.94612,B,N.Y. POLICE DEPT,2010-03-04,494344,c7997603,999161,243927
2010-03-04 08:39,FELONY ASSAULT,BROOKLYN,79,40.68074,-73.94964,G,N.Y. POLICE DEPT,2010-03-04,494345,ca8b8692,998219,187289
2010-03-04 08:40,GRAND LARCENY OF MOTOR VEHICLE,MANHATTAN,7,40.71047,-73.98662,A,N.Y. POLICE DEPT,2010-03-04,494346,3e4ebb6,987959,198118
2010-03-04 08:53,FELONY ASSAULT,STATEN ISLAND,122,40.59962,-74.13226,N,N.Y. POLICE DEPT,2010-03-04,494347,f6bc8539,947522,157758
2010-03-04 09:00,BURGLARY,BROOKLYN,77,40.67514,-73.94862,F,N.Y. POLICE DEPT,2010-03-04,494348,9da119b7,998503,185248
2010-03-04 09:00,BURGLARY,QUEENS,114,40.78153,-73.91554,H,N.Y. POLICE DEPT,2010-03-04,494349,6a5f4ba3,1007642,224016
2010-03-04 09:00,GRAND LARCENY OF MOTOR VEHICLE,BRONX,43,40.82339,-73.87017,C,N.Y. POLICE DEPT,2010-03-11,494350,a1e90942,1020183,239283
2010-03-04 09:10,ROBBERY,MANHATTAN,9,40.72301,-73.97809,A,N.Y. POLICE DEPT,2010-03-04,494351,c6268269,990324,202686
2010-03-04 09:30,BURGLARY,QUEENS,112,40.72751,-73.86009,C,N.Y. POLICE DEPT,2010-03-04,494650,b87c7b6b,1023029,204356
2010-03-04 09:50,ROBBERY,BROOKLYN,73,40.66396,-73.91025,J,N.Y. POLICE DEPT,2010-03-04,494651,4995b4d0,1009151,181184
2010-03-04 10:00,FELONY ASSAULT,BROOKLYN,70,40.61612,-73.96252,A,N.Y. POLICE DEPT,2010-03-04,494652,eb63f27f,994657,163745
2010-03-04 10:15,ROBBERY,BRONX,46,40.85612,-73.90862,K,N.Y. POLICE DEPT,2010-03-04,494653,74cefa4e,1009529,251196
2010-03-04 10:25,ROBBERY,STATEN ISLAND,120,40.62738,-74.16656,T,N.Y. POLICE DEPT,2010-03-04,494654,5c7f808d,938016,167887
2010-03-04 10:30,BURGLARY,QUEENS,110,40.73743,-73.87612,E,N.Y. POLICE DEPT,2010-03-04,494655,20467be5,1018581,207962
2010-03-04 10:30,BURGLARY,QUEENS,110,40.73743,-73.87612,E,N.Y. POLICE DEPT,2010-03-04,494656,a216ec34,1018581,207962
2010-03-04 10:30,GRAND LARCENY,MANHATTAN,13,40.7386,-73.99384,G,N.Y. POLICE DEPT,2010-04-14,494657,88241479,985958,208366
2010-03-04 10:30,BURGLARY,BRONX,45,40.84069,-73.81782,F,N.Y. POLICE DEPT,2010-03-04,494658,bca89fad,1034660,245612
2010-03-04 10:30,BURGLARY,BRONX,52,40.87188,-73.87915,K,N.Y. POLICE DEPT,2010-03-04,494659,aa326363,1017673,256947
2010-03-04 10:40,ROBBERY,BRONX,52,40.86151,-73.90975,A,N.Y. POLICE DEPT,2010-03-04,494660,2218de03,1009213,253160
2010-03-04 10:50,BURGLARY,BROOKLYN,68,40.61814,-74.01148,B,N.Y. POLICE DEPT,2010-03-04,494661,15dfe8c9,981062,164478
2010-03-04 11:00,GRAND LARCENY,BRONX,47,40.88745,-73.84761,A,N.Y. POLICE DEPT,2010-03-04,494662,82ba4d9b,1026387,262634
2010-03-04 11:00,BURGLARY,MANHATTAN,6,40.73355,-74.00212,E,N.Y. POLICE DEPT,2010-03-04,494663,ff214e36,983664,206524
2010-03-04 11:00,BURGLARY,QUEENS,109,40.75485,-73.82132,D,N.Y. POLICE DEPT,2010-03-04,494664,747ccc83,1033753,214337
2010-03-04 11:00,FELONY ASSAULT,BRONX,46,40.8617,-73.90188,H,N.Y. POLICE DEPT,2010-03-04,494665,c6ee265e,1011391,253231
2010-03-04 11:15,FELONY ASSAULT,BROOKLYN,67,40.63897,-73.94251,D,N.Y. POLICE DEPT,2010-03-04,494666,a921c9e0,1000207,172074
2010-03-04 11:20,FELONY ASSAULT,BRONX,41,40.804,-73.87834,A,N.Y. POLICE DEPT,2010-04-06,494667,6fa1a985,1017933,232218
2010-03-04 11:20,FELONY ASSAULT,BRONX,40,40.80987,-73.92796,J,N.Y. HOUSING POLICE,2010-03-04,494668,916b527c,1004194,234341
2010-03-04 11:30,GRAND LARCENY,QUEENS,114,40.76117,-73.90168,A,N.Y. POLICE DEPT,2010-03-05,494669,24add66f,1011488,216605
2010-03-04 11:58,GRAND LARCENY,MANHATTAN,13,40.73565,-73.98963,C,N.Y. POLICE DEPT,2010-03-04,494969,da1c4b4e,987124,207292
2010-03-04 12:00,GRAND LARCENY,BROOKLYN,81,40.68147,-73.93325,H,N.Y. POLICE DEPT,2010-06-18,494970,ffaf3a2c,1002763,187560
2010-03-04 12:00,GRAND LARCENY OF MOTOR VEHICLE,QUEENS,104,40.72017,-73.90939,H,N.Y. POLICE DEPT,2010-08-16,494971,8ff65a70,1009366,201663
2010-03-04 12:00,GRAND LARCENY,QUEENS,114,40.76808,-73.9239,K,N.Y. POLICE DEPT,2015-02-16,494972,963b2254,1005330,219114
2010-03-04 12:00,GRAND LARCENY,MANHATTAN,19,40.77851,-73.95829,C,N.Y. POLICE DEPT,2010-03-05,494973,eb3024e6,995803,222907
2010-03-04 12:15,BURGLARY,QUEENS,111,40.73939,-73.74789,A,N.Y. POLICE DEPT,2010-03-04,494974,a4d04887,1054114,208754
2010-03-04 12:15,GRAND LARCENY,MANHATTAN,14,40.75326,-73.9872,D,N.Y. POLICE DEPT,2010-03-04,494975,40c8709e,987796,213706
2010-03-04 12:26,ROBBERY,BROOKLYN,84,40.70287,-73.9896,C,N.Y. POLICE DEPT,2010-03-04,494976,7ecce51a,987133,195348
2010-03-04 12:30,GRAND LARCENY,QUEENS,103,40.70531,-73.79529,B,N.Y. POLICE DEPT,2010-03-09,494977,74c765c,1041007,196304
2010-03-04 12:30,BURGLARY,QUEENS,110,40.7493,-73.86396,G,N.Y. POLICE DEPT,2010-03-04,494978,9266a7f5,1021944,212293
2010-03-04 12:30,BURGLARY,MANHATTAN,32,40.82061,-73.94355,K,N.Y. HOUSING POLICE,2010-03-04,494979,9f580631,999874,238251
2010-03-04 12:30,BURGLARY,BRONX,48,40.84464,-73.88956,D,N.Y. POLICE DEPT,2010-04-18,494980,63999f70,1014808,247020
2010-03-04 12:35,GRAND LARCENY,MANHATTAN,19,40.76399,-73.95585,G,N.Y. POLICE DEPT,2010-03-04,494981,6da45648,996480,217618
2010-03-04 12:45,FELONY ASSAULT,MANHATTAN,5,40.72135,-73.99034,D,N.Y. HOUSING POLICE,2010-03-04,494982,559bae5b,986929,202081
2010-03-04 12:45,ROBBERY,BRONX,43,40.83443,-73.87926,H,N.Y. POLICE DEPT,2010-03-04,494983,67d1326a,1017663,243304
2010-03-04 12:55,BURGLARY,BRONX,41,40.81989,-73.90123,I,N.Y. POLICE DEPT,2010-03-04,494984,e7ce4690,1011589,237996
2010-03-04 13:00,FELONY ASSAULT,MANHATTAN,9,40.72956,-73.98243,B,N.Y. POLICE DEPT,2010-03-05,494985,1a17baaf,989120,205071
2010-03-04 13:00,GRAND LARCENY,MANHATTAN,33,40.8408,-73.93815,C,N.Y. POLICE DEPT,2010-03-05,494986,4b65df76,1001365,245605
2010-03-04 13:15,FELONY ASSAULT,QUEENS,106,40.68044,-73.84286,E,N.Y. POLICE DEPT,2010-03-04,494987,6049aae,1027835,187215
2010-03-04 13:20,FELONY ASSAULT,BROOKLYN,70,40.6174,-73.95544,A,N.Y. POLICE DEPT,2010-03-04,494988,a1d3eade,996622,164211
2010-03-04 13:30,GRAND LARCENY OF MOTOR VEHICLE,BROOKLYN,70,40.63215,-73.95273,G,N.Y. POLICE DEPT,2010-03-04,494989,44461ed7,997370,169588
2010-03-04 13:30,GRAND LARCENY,QUEENS,112,40.73286,-73.86388,D,N.Y. POLICE DEPT,2010-03-04,495294,3ee809c5,1021974,206302
2010-03-04 13:30,GRAND LARCENY,QUEENS,110,40.74073,-73.87458,E,N.Y. POLICE DEPT,2010-03-10,495295,618089d1,1019006,209167
2010-03-04 13:40,ROBBERY,QUEENS,113,40.67882,-73.77979,H,N.Y. POLICE DEPT,2010-03-04,495296,bf307fee,1045331,186664
2010-03-04 13:50,FELONY ASSAULT,BROOKLYN,94,40.71723,-73.93826,A,N.Y. HOUSING POLICE,2010-03-10,495297,175afe6b,1001366,200587
2010-03-04 13:50,ROBBERY,MANHATTAN,17,40.75438,-73.96734,F,N.Y. POLICE DEPT,2010-03-04,495298,2a15f135,993299,214118
2010-03-04 13:55,FELONY ASSAULT,BROOKLYN,94,40.71723,-73.93826,A,N.Y. HOUSING POLICE,2010-03-04,495299,744989a6,1001366,200587
2010-03-04 14:00,FELONY ASSAULT,BROOKLYN,75,40.67969,-73.87863,B,N.Y. POLICE DEPT,2010-03-04,495300,4ec7aaa8,1017915,186925
2010-03-04 14:00,BURGLARY,MANHATTAN,5,40.71674,-74.00038,G,N.Y. POLICE DEPT,2010-07-08,495301,1bf5d8fc,984146,200403
2010-03-04 14:05,GRAND LARCENY,MANHATTAN,34,40.84986,-73.93608,B,N.Y. POLICE DEPT,2010-03-04,495302,deeb8adb,1001935,248909
2010-03-04 14:10,ROBBERY,BROOKLYN,67,40.65737,-73.92374,M,N.Y. POLICE DEPT,2010-03-04,495303,18bd4925,1005410,178782
2010-03-04 14:20,GRAND LARCENY,MANHATTAN,14,40.74937,-73.9818,D,N.Y. POLICE DEPT,2010-03-04,495304,7da8592e,989293,212289
2010-03-04 14:30,GRAND LARCENY OF MOTOR VEHICLE,BROOKLYN,73,40.6669,-73.91196,G,N.Y. POLICE DEPT,2010-03-04,495305,fb21f9b8,1008675,182254
2010-03-04 14:30,GRAND LARCENY,QUEENS,112,40.72612,-73.85173,F,N.Y. POLICE DEPT,2010-03-04,495306,ffdc01bb,1025347,203855
2010-03-04 14:30,ROBBERY,MANHATTAN,10,40.74049,-74.00013,A,N.Y. POLICE DEPT,2010-03-04,495307,b1fcd248,984213,209054
2010-03-04 14:30,GRAND LARCENY,MANHATTAN,32,40.81663,-73.94086,D,N.Y. POLICE DEPT,2010-03-10,495308,ea2a5abb,1000619,236799
2010-03-04 14:30,GRAND LARCENY,BRONX,46,40.86189,-73.89321,D,N.Y. POLICE DEPT,2010-03-04,495309,a17c9609,1013790,253302
2010-03-04 14:40,ROBBERY,BROOKLYN,75,40.68394,-73.87119,D,N.Y. POLICE DEPT,2010-03-08,495310,c0cebdc9,1019976,188479
2010-03-04 14:45,ROBBERY,BROOKLYN,71,40.65924,-73.95339,D,N.Y. POLICE DEPT,2010-03-05,495311,6cd50633,997183,179454
2010-03-04 15:00,GRAND LARCENY OF MOTOR VEHICLE,BROOKLYN,90,40.70199,-73.94515,F,N.Y. POLICE DEPT,2010-03-05,495312,8633eddb,999460,195033
2010-03-04 15:00,ROBBERY,QUEENS,111,40.75152,-73.75531,F,N.Y. POLICE DEPT,2010-03-04,495313,ee605026,1052046,213168
2010-03-04 15:00,GRAND LARCENY,QUEENS,109,40.75231,-73.83417,C,N.Y. POLICE DEPT,2010-03-31,495615,fc87b2ee,1030197,213404
2010-03-04 15:00,GRAND LARCENY,BRONX,49,40.84904,-73.86462,A,N.Y. POLICE DEPT,2010-03-18,495616,dd3c1f68,1021704,248633
2010-03-04 15:05,FELONY ASSAULT,BROOKLYN,90,40.71197,-73.94069,I,N.Y. TRANSIT POLICE,2010-03-04,495617,6eb67ba3,1000693,198669
2010-03-04 15:20,ROBBERY,MANHATTAN,26,40.81793,-73.94974,F,N.Y. POLICE DEPT,2010-03-04,495618,7ab8c5a1,998163,237272
2010-03-04 15:30,BURGLARY,BROOKLYN,62,40.59733,-73.98057,B,N.Y. POLICE DEPT,2010-03-04,495619,50198ab7,989646,156897
2010-03-04 15:30,GRAND LARCENY,BRONX,50,40.87612,-73.90943,E,N.Y. POLICE DEPT,2010-03-05,495620,20947fdf,1009297,258482
2010-03-04 15:30,BURGLARY,BRONX,52,40.88077,-73.8821,N,N.Y. POLICE DEPT,2010-03-04,495621,93845ec6,1016852,260186
2010-03-04 15:35,ROBBERY,BROOKLYN,60,40.5763,-73.96854,B,N.Y. TRANSIT POLICE,2010-03-04,495622,2512b965,992991,149236
2010-03-04 15:40,ROBBERY,BROOKLYN,75,40.66239,-73.89188,F,N.Y. POLICE DEPT,2010-03-04,495623,a1a61c,1014248,180617
2010-03-04 15:45,ROBBERY,BROOKLYN,73,40.66801,-73.91324,G,N.Y. POLICE DEPT,2010-03-05,495624,95301d6e,1008320,182660
2010-03-04 15:45,GRAND LARCENY,MANHATTAN,13,40.74157,-73.99168,H,N.Y. POLICE DEPT,2010-03-04,495625,a36044fb,986556,209446
2010-03-04 15:45,ROBBERY,MANHATTAN,24,40.79466,-73.97179,C,N.Y. POLICE DEPT,2010-03-11,495626,dc6f1853,992062,228791
2010-03-04 15:50,ROBBERY,BROOKLYN,84,40.69547,-73.98283,,N.Y. TRANSIT POLICE,2010-03-04,495627,f18c10ba,989013,192652
2010-03-04 15:50,ROBBERY,BROOKLYN,75,40.6656,-73.8885,F,N.Y. POLICE DEPT,2010-03-04,495628,bb470c68,1015183,181789
2010-03-04 15:50,ROBBERY,BRONX,44,40.83378,-73.91843,F,N.Y. POLICE DEPT,2010-03-04,495629,49929e43,1006823,243052
2010-03-04 15:50,GRAND LARCENY,MANHATTAN,34,40.84813,-73.93089,A,N.Y. POLICE DEPT,2010-03-08,495630,4c3adebb,1003372,248278
2010-03-04 15:55,ROBBERY,MANHATTAN,20,40.78007,-73.975,F,N.Y. POLICE DEPT,2010-03-04,495631,96af910b,991175,223476
2010-03-04 15:55,ROBBERY,MANHATTAN,28,40.80768,-73.94928,D,N.Y. POLICE DEPT,2010-03-04,495632,c7f88901,998291,233536
2010-03-04 15:56,ROBBERY,BRONX,41,40.82413,-73.89049,H,N.Y. POLICE DEPT,2010-03-04,495633,a06e3c40,1014559,239546
2010-03-04 16:00,BURGLARY,QUEENS,101,40.61168,-73.76794,C,N.Y. POLICE DEPT,2010-03-05,495634,58d61ca6,1048681,162211
2010-03-04 16:00,GRAND LARCENY,BROOKLYN,63,40.62133,-73.90911,D,N.Y. POLICE DEPT,2010-03-04,495939,6ba5fc5d,1009483,165655
2010-03-04 16:00,GRAND LARCENY OF MOTOR VEHICLE,BROOKLYN,90,40.70607,-73.96442,C,N.Y. HOUSING POLICE,2010-03-05,495940,f69b6560,994115,196514
2010-03-04 16:00,GRAND LARCENY,BRONX,43,40.81102,-73.85588,A,N.Y. POLICE DEPT,2010-03-04,495941,5ab11bda,1024146,234783
2010-03-04 16:00,ROBBERY,MANHATTAN,32,40.83075,-73.9361,P,N.Y. HOUSING POLICE,2010-03-05,495942,5e6c0e4f,1001934,241944
2010-03-04 16:00,BURGLARY,BRONX,44,40.83739,-73.91645,P,N.Y. POLICE DEPT,2010-03-04,495943,3e42af52,1007369,244370
2010-03-04 16:00,FELONY ASSAULT,BRONX,46,40.85005,-73.90074,B,N.Y. POLICE DEPT,2010-03-04,495944,1df074bd,1011711,248986
2010-03-04 16:15,GRAND LARCENY,BROOKLYN,71,40.65564,-73.95986,C,N.Y. POLICE DEPT,2010-03-04,495945,aa99b7e7,995387,178144
2010-03-04 16:23,GRAND LARCENY,MANHATTAN,19,40.76454,-73.97073,A,N.Y. POLICE DEPT,2010-03-04,495946,e2e4a3e8,992359,217816
2010-03-04 16:30,GRAND LARCENY,QUEENS,110,40.73393,-73.87158,F,N.Y. POLICE DEPT,2010-03-04,495947,9f76c584,1019840,206689
2010-03-04 16:30,GRAND LARCENY,QUEENS,109,40.78246,-73.8459,Q,N.Y. POLICE DEPT,2010-03-11,495948,6ef3af7f,1026927,224383
2010-03-04 16:45,BURGLARY,BROOKLYN,72,40.64295,-74.00899,F,N.Y. POLICE DEPT,2010-03-04,495949,d80739ae,981755,173516
2010-03-04 16:50,GRAND LARCENY,MANHATTAN,24,40.79159,-73.9666,C,N.Y. POLICE DEPT,2010-03-09,495950,f5de8655,993499,227675
2010-03-04 17:00,FELONY ASSAULT,QUEENS,101,40.60885,-73.75316,,N.Y. POLICE DEPT,2010-03-04,495951,aeeae6b3,1052788,161189
2010-03-04 17:00,ROBBERY,BROOKLYN,75,40.66616,-73.89541,E,N.Y. POLICE DEPT,2010-03-04,495952,f83162ad,1013266,181991
2010-03-04 17:00,BURGLARY,BROOKLYN,79,40.696,-73.95364,K,N.Y. POLICE DEPT,2010-03-05,495953,3209b349,997107,192850
2010-03-04 17:00,GRAND LARCENY,QUEENS,114,40.77085,-73.91118,G,N.Y. POLICE DEPT,2010-04-12,495954,8956a7b3,1008853,220127
2010-03-04 17:00,BURGLARY,BRONX,52,40.85903,-73.90467,B,N.Y. POLICE DEPT,2010-03-04,495955,a3f41507,1010620,252255
2010-03-04 17:00,BURGLARY,BRONX,52,40.86473,-73.90523,C,N.Y. POLICE DEPT,2010-03-04,495956,15550e8d,1010463,254335
2010-03-04 17:10,ROBBERY,BROOKLYN,60,40.57616,-73.97598,H,N.Y. POLICE DEPT,2010-03-04,495957,990acaa9,990922,149184
2010-03-04 17:10,ROBBERY,QUEENS,113,40.67833,-73.77373,C,N.Y. POLICE DEPT,2010-03-05,495958,47b24a35,1047012,186490
2010-03-04 17:10,FELONY ASSAULT,MANHATTAN,26,40.81545,-73.9558,E,N.Y. POLICE DEPT,2010-03-04,496258,7896c1,996485,236367
2010-03-04 17:20,GRAND LARCENY,QUEENS,111,40.73563,-73.74712,B,N.Y. POLICE DEPT,2010-03-04,496259,99b06137,1054331,207384
